provider,region,network_latency_ms,response_time_ms,availability_percent,resource_utilization_percent
GCP,us-east1,22,38,99.93,89
AWS,ap-south-1,40,72,99.97,44
AWS,eu-west-1,47,85,99.936,87
Azure,East US,53,76,99.987,89
GCP,europe-west1,55,100,99.913,76
AWS,us-west-2,38,84,99.93,81
AWS,ap-south-1,30,71,99.997,62
GCP,europe-west1,44,74,99.933,76
Azure,Australia East,20,58,99.918,77
Azure,Central India,71,90,99.967,50
AWS,us-east-1,76,100,99.955,78
AWS,eu-west-1,53,87,99.941,85
AWS,ap-south-1,19,36,99.927,70
AWS,us-west-2,23,72,99.969,80
Azure,Southeast Asia,41,72,99.954,43
Azure,East US,66,103,99.906,88
Azure,Central India,19,37,99.914,56
GCP,asia-south1,25,51,99.985,47
AWS,eu-west-1,51,73,99.976,53
Azure,West Europe,47,70,99.98,48
Azure,West Europe,32,75,99.954,71
AWS,us-east-1,40,56,99.945,61
AWS,us-west-2,45,56,99.902,40
GCP,us-central1,13,56,99.914,60
AWS,us-west-2,59,82,99.965,42
AWS,eu-west-1,60,109,99.903,62
Azure,West Europe,12,57,99.965,41
Azure,Southeast Asia,27,73,99.921,78
AWS,us-east-1,26,65,99.981,65
GCP,us-east1,36,77,99.984,49
Azure,Southeast Asia,59,93,99.979,51
Azure,East US,47,83,99.912,83
GCP,asia-south1,16,26,99.957,66
GCP,asia-south1,50,91,99.905,85
GCP,asia-south1,64,76,99.977,42
AWS,us-west-2,53,82,99.967,69
AWS,ap-southeast-1,60,86,99.983,93
GCP,us-central1,76,114,99.914,40
Azure,Central India,33,53,99.93,64
AWS,ap-south-1,22,71,99.977,69
Azure,West Europe,21,69,99.966,67
Azure,Southeast Asia,41,68,99.977,48
GCP,us-central1,36,83,99.922,43
GCP,us-central1,76,104,99.939,92
Azure,Central India,66,101,99.927,67
AWS,us-east-1,20,51,99.988,55
Azure,Central India,26,50,99.979,57
AWS,us-east-1,56,66,99.902,50
Azure,Southeast Asia,58,72,99.98,84
Azure,West Europe,61,104,99.943,75
Azure,Central India,32,82,99.926,82
GCP,europe-west1,30,59,99.997,84
AWS,eu-west-1,75,119,99.91,57
GCP,us-east1,47,58,99.914,63
GCP,us-central1,68,115,99.917,78
AWS,ap-southeast-1,15,63,99.952,84
GCP,us-central1,68,78,99.925,95
Azure,Australia East,53,97,99.904,61
AWS,ap-south-1,53,79,99.959,95
AWS,ap-southeast-1,48,92,99.926,48
Azure,Australia East,54,85,99.944,52
AWS,us-west-2,18,65,99.914,59
AWS,ap-southeast-1,45,94,99.904,51
Azure,Central India,36,79,99.937,91
AWS,us-east-1,27,52,99.907,85
AWS,ap-south-1,69,116,99.916,48
AWS,us-east-1,77,117,99.961,41
GCP,asia-east1,76,93,99.961,45
AWS,us-west-2,25,47,99.955,72
GCP,us-central1,17,53,99.901,45
GCP,europe-west1,43,87,99.976,76
Azure,Central India,14,47,99.963,53
Azure,Southeast Asia,57,68,99.944,48
AWS,us-east-1,36,64,99.955,64
Azure,Central India,35,47,99.982,55
AWS,ap-south-1,76,123,99.901,76
AWS,ap-south-1,40,52,99.93,57
Azure,East US,42,75,99.977,91
AWS,ap-south-1,37,47,99.998,50
AWS,us-east-1,17,42,99.917,50
Azure,East US,71,111,99.971,92
AWS,ap-south-1,13,37,99.989,95
AWS,ap-southeast-1,26,71,99.972,91
AWS,us-west-2,57,102,99.996,65
Azure,Southeast Asia,71,104,99.924,81
AWS,us-east-1,39,51,99.903,89
GCP,us-east1,72,98,99.954,40
GCP,us-east1,62,107,99.973,51
AWS,ap-south-1,29,50,99.935,85
Azure,Central India,14,47,99.92,81
AWS,eu-west-1,50,87,99.952,82
GCP,us-central1,53,92,99.966,79
GCP,asia-east1,10,41,99.999,85
GCP,asia-east1,45,74,99.998,43
AWS,eu-west-1,40,65,99.923,71
Azure,Central India,29,52,99.951,79
AWS,ap-southeast-1,14,25,99.998,43
GCP,asia-east1,40,61,99.915,91
GCP,asia-south1,74,116,99.954,46
Azure,West Europe,73,109,99.925,71
GCP,europe-west1,34,44,99.995,67
AWS,us-east-1,76,121,99.909,90
AWS,us-west-2,28,64,99.955,49
GCP,asia-south1,17,33,99.947,57
Azure,Australia East,42,62,99.901,82
Azure,Southeast Asia,34,68,99.985,66
Azure,East US,79,91,99.953,71
AWS,us-west-2,70,81,99.967,60
AWS,ap-southeast-1,71,90,99.988,60
Azure,Central India,70,85,99.954,80
AWS,us-west-2,51,73,99.9,74
GCP,europe-west1,22,52,99.973,42
GCP,asia-east1,49,64,99.923,46
Azure,East US,69,90,99.931,67
Azure,East US,52,76,99.955,64
GCP,us-east1,13,40,99.962,78
Azure,Australia East,49,72,99.986,83
GCP,asia-south1,67,79,99.997,53
Azure,East US,70,103,99.99,68
GCP,us-central1,38,68,99.904,46
GCP,asia-south1,16,33,99.986,44
GCP,us-central1,10,24,99.987,88
AWS,us-east-1,27,42,99.959,80
GCP,asia-east1,45,65,99.97,65
GCP,asia-south1,38,72,99.93,65
AWS,ap-southeast-1,40,74,99.956,53
GCP,us-central1,45,89,99.958,63
AWS,us-east-1,42,83,99.964,81
Azure,Central India,74,112,99.955,93
AWS,us-west-2,72,98,99.925,53
AWS,us-west-2,80,90,99.958,48
Azure,East US,16,66,99.951,50
GCP,asia-east1,31,52,99.949,56
GCP,us-east1,11,56,99.906,66
GCP,asia-east1,56,74,99.961,66
Azure,Central India,50,77,99.937,51
AWS,ap-southeast-1,29,43,99.904,56
GCP,asia-south1,73,88,99.93,58
GCP,asia-east1,16,36,99.955,63
Azure,Central India,42,79,99.951,82
Azure,Australia East,71,119,99.958,85
AWS,us-east-1,79,125,99.911,64
Azure,Southeast Asia,80,93,99.916,80
Azure,Australia East,57,94,99.901,75
Azure,Southeast Asia,12,32,99.99,93
GCP,europe-west1,47,89,99.95,74
GCP,us-east1,11,52,99.911,90
Azure,Australia East,35,52,99.932,50
GCP,asia-east1,77,88,99.949,46
GCP,us-east1,37,51,99.929,65
Azure,East US,36,83,99.942,63
Azure,West Europe,18,47,99.995,44
Azure,Australia East,74,118,99.983,69
GCP,europe-west1,27,76,99.971,84
GCP,asia-east1,36,70,99.975,56
AWS,us-east-1,45,67,99.975,45
Azure,West Europe,45,90,99.965,77
AWS,eu-west-1,71,85,99.974,90
Azure,East US,71,102,99.932,61
AWS,ap-southeast-1,29,74,99.983,74
AWS,us-east-1,43,73,99.946,92
GCP,us-central1,31,71,99.972,81
AWS,us-west-2,19,69,99.911,51
GCP,europe-west1,53,87,99.908,66
Azure,Southeast Asia,46,60,99.928,82
GCP,asia-south1,60,110,99.945,80
AWS,ap-southeast-1,78,124,99.963,91
AWS,us-east-1,36,61,99.972,81
GCP,us-east1,31,75,99.94,50
Azure,Central India,45,84,99.938,55
GCP,us-east1,65,109,99.934,53
GCP,asia-south1,53,79,99.966,56
Azure,West Europe,70,81,99.902,86
AWS,us-east-1,68,79,99.929,73
Azure,West Europe,19,48,99.912,60
AWS,ap-south-1,57,100,99.932,94
AWS,ap-south-1,19,48,99.918,92
AWS,eu-west-1,52,69,99.94,90
GCP,asia-east1,21,58,99.922,70
GCP,us-central1,23,73,99.949,46
Azure,Australia East,24,54,99.908,93
Azure,Southeast Asia,37,61,99.902,68
Azure,Australia East,60,98,99.942,73
Azure,Australia East,66,94,99.92,43
AWS,us-west-2,45,85,99.912,43
Azure,East US,73,96,99.953,48
AWS,ap-southeast-1,77,123,99.917,71
AWS,ap-southeast-1,70,110,99.901,43
GCP,asia-south1,79,121,99.986,92
Azure,East US,35,68,99.967,78
AWS,eu-west-1,55,96,99.916,41
Azure,Australia East,76,91,99.91,45
AWS,ap-south-1,47,80,99.928,50
Azure,Southeast Asia,23,39,99.939,90
AWS,ap-southeast-1,18,58,99.917,43
Azure,West Europe,70,120,99.99,88
GCP,europe-west1,67,99,99.921,42
GCP,europe-west1,63,93,99.953,81
Azure,East US,16,28,99.96,66
AWS,ap-south-1,57,82,99.958,74
Azure,Southeast Asia,69,80,99.985,91
GCP,europe-west1,73,109,99.951,67
Azure,Southeast Asia,63,82,99.973,48
AWS,ap-southeast-1,36,72,99.936,59
AWS,us-west-2,23,66,99.94,53
Azure,Australia East,42,64,99.939,52
Azure,West Europe,70,99,99.907,76
AWS,ap-southeast-1,48,73,99.945,57
AWS,eu-west-1,45,58,99.973,82
AWS,us-west-2,15,32,99.919,84
AWS,us-west-2,34,72,99.972,49
GCP,europe-west1,35,78,99.956,80
Azure,East US,55,79,99.911,59
AWS,us-east-1,49,80,99.927,84
GCP,asia-east1,21,42,99.934,55
AWS,us-west-2,50,91,99.999,70
Azure,East US,51,72,99.973,80
AWS,eu-west-1,71,119,99.928,85
Azure,Australia East,67,85,99.956,74
AWS,ap-southeast-1,32,65,99.957,70
Azure,Southeast Asia,35,66,99.94,81
GCP,asia-south1,42,64,99.969,55
Azure,Australia East,33,82,99.985,89
AWS,us-east-1,13,23,99.93,65
AWS,us-east-1,53,91,99.966,45
GCP,asia-south1,57,95,99.914,72
GCP,asia-south1,47,63,99.929,71
Azure,Australia East,36,55,99.952,68
Azure,Central India,67,85,99.997,46
GCP,us-central1,69,109,99.962,87
AWS,eu-west-1,80,114,99.928,58
Azure,East US,63,86,99.955,74
Azure,Southeast Asia,15,38,99.99,81
Azure,West Europe,80,98,99.904,74
Azure,East US,66,88,99.956,46
Azure,Australia East,61,82,99.954,40
AWS,us-west-2,35,80,99.949,45
Azure,East US,76,126,99.985,95
AWS,us-east-1,32,71,99.956,45
AWS,ap-southeast-1,55,94,99.93,88
AWS,ap-southeast-1,18,46,99.91,53
AWS,ap-southeast-1,59,107,99.915,53
AWS,ap-south-1,60,79,99.991,68
AWS,us-west-2,61,93,99.911,69
AWS,eu-west-1,23,57,99.941,56
AWS,ap-southeast-1,58,83,99.954,47
Azure,Southeast Asia,42,59,99.969,88
Azure,Central India,15,28,99.948,72
GCP,us-central1,33,71,99.977,82
AWS,ap-southeast-1,61,92,99.951,68
Azure,Australia East,53,93,99.994,67
GCP,us-central1,75,112,99.998,50
Azure,West Europe,20,40,99.92,54
AWS,eu-west-1,64,102,99.926,51
GCP,us-central1,55,81,99.986,63
GCP,us-east1,10,45,99.988,71
Azure,West Europe,51,69,99.968,89
Azure,Central India,28,58,99.907,60
GCP,asia-south1,49,78,99.997,80
GCP,us-east1,65,108,99.941,78
AWS,us-west-2,50,65,99.986,86
Azure,West Europe,74,111,99.97,72
GCP,asia-south1,14,52,99.955,87
GCP,asia-east1,69,115,99.921,71
GCP,asia-east1,41,63,99.911,95
GCP,us-central1,27,66,99.933,71
GCP,europe-west1,32,72,99.987,58
AWS,us-west-2,25,43,99.904,89
Azure,Southeast Asia,36,67,99.903,80
GCP,us-central1,63,77,99.958,92
GCP,asia-east1,66,102,99.984,46
Azure,East US,10,21,99.993,54
GCP,asia-east1,28,65,99.988,54
AWS,us-east-1,16,45,99.909,90
Azure,Central India,20,57,99.949,89
AWS,ap-south-1,38,81,99.957,74
AWS,eu-west-1,45,58,99.937,82
GCP,us-east1,67,105,99.993,89
Azure,Central India,58,76,99.977,78
AWS,ap-south-1,18,64,99.974,41
AWS,eu-west-1,69,106,99.965,49
GCP,us-east1,63,111,99.933,84
AWS,us-west-2,27,48,99.939,41
AWS,ap-south-1,46,66,99.904,67
AWS,eu-west-1,77,116,99.951,84
GCP,europe-west1,63,84,99.951,91
GCP,us-east1,19,34,99.985,77
Azure,Australia East,33,62,99.966,78
Azure,Australia East,60,77,99.947,80
Azure,Australia East,34,66,99.931,79
AWS,ap-south-1,76,91,99.924,89
Azure,East US,26,43,99.939,77
Azure,Central India,54,64,99.921,93
Azure,Central India,20,38,99.905,76
AWS,ap-southeast-1,39,51,99.919,40
GCP,us-central1,16,46,99.902,95
GCP,asia-east1,23,33,99.999,61
GCP,us-central1,54,70,99.977,50
GCP,europe-west1,44,60,99.946,71
Azure,Southeast Asia,52,100,99.941,66
AWS,ap-south-1,40,73,99.98,85
Azure,Central India,46,94,99.967,62
GCP,asia-south1,65,99,99.923,40
GCP,europe-west1,61,109,99.971,43
GCP,asia-south1,10,48,99.955,88
AWS,us-east-1,59,99,99.987,91
GCP,us-central1,74,95,99.96,77
AWS,us-east-1,20,46,99.964,92
Azure,East US,72,87,99.986,89
GCP,asia-east1,28,60,99.972,75
AWS,us-east-1,31,41,99.96,74
AWS,ap-south-1,34,75,99.934,54
GCP,us-east1,53,85,99.935,88
AWS,ap-southeast-1,50,67,99.969,65
GCP,europe-west1,74,88,99.939,91
GCP,europe-west1,41,73,99.924,46
Azure,Australia East,47,80,99.951,45
GCP,europe-west1,30,43,99.907,57
AWS,ap-south-1,52,86,99.936,88
GCP,us-central1,59,98,99.916,92
Azure,Central India,67,116,99.953,72
GCP,asia-south1,60,91,99.921,50
Azure,Central India,42,73,99.9,80
GCP,europe-west1,26,72,99.919,68
AWS,us-west-2,27,72,99.955,48
AWS,us-west-2,43,92,99.959,64
AWS,ap-southeast-1,35,85,99.91,80
Azure,Central India,74,117,99.94,95
Azure,East US,45,64,99.994,61
GCP,europe-west1,44,74,99.908,89
AWS,ap-southeast-1,74,105,99.945,61
GCP,us-central1,57,100,99.926,48
GCP,us-east1,60,100,99.911,46
AWS,us-west-2,18,60,99.933,51
Azure,Australia East,29,61,99.966,64
Azure,West Europe,65,97,99.959,43
AWS,us-west-2,26,39,99.942,60
AWS,us-west-2,23,65,99.933,92
Azure,Australia East,66,102,99.969,77
GCP,asia-east1,62,75,99.949,65
Azure,Southeast Asia,67,109,99.978,67
GCP,asia-south1,13,29,99.911,95
GCP,europe-west1,29,56,99.976,53
AWS,ap-south-1,74,94,99.992,62
Azure,East US,79,93,99.97,43
Azure,West Europe,31,71,99.919,44
AWS,ap-southeast-1,52,86,99.993,51
AWS,ap-southeast-1,41,86,99.941,80
GCP,asia-south1,51,64,99.93,78
AWS,us-east-1,25,51,99.94,85
Azure,West Europe,16,65,99.907,78
AWS,us-west-2,70,115,99.916,41
GCP,europe-west1,29,57,99.998,56
AWS,ap-south-1,25,70,99.939,47
GCP,us-central1,35,78,99.942,48
Azure,Southeast Asia,79,126,99.969,63
Azure,Central India,34,50,99.988,62
Azure,Australia East,27,71,99.931,83
AWS,eu-west-1,48,98,99.953,72
AWS,ap-south-1,76,123,99.999,92
Azure,West Europe,27,60,99.944,74
Azure,West Europe,12,41,99.979,93
GCP,us-central1,35,53,99.931,61
Azure,West Europe,53,85,99.985,44
AWS,ap-southeast-1,55,71,99.928,65
Azure,West Europe,27,61,99.905,54
GCP,us-central1,45,94,99.934,48
AWS,ap-south-1,31,72,99.972,78
Azure,Australia East,59,74,99.958,48
Azure,Southeast Asia,15,28,99.967,70
AWS,ap-south-1,45,89,99.972,61
AWS,eu-west-1,13,31,99.946,51
AWS,us-east-1,32,65,99.911,84
GCP,us-central1,11,30,99.984,89
Azure,East US,10,22,99.954,47
Azure,West Europe,67,96,99.906,56
Azure,Southeast Asia,64,112,99.96,94
Azure,West Europe,27,50,99.947,82
Azure,West Europe,64,97,99.941,79
GCP,us-east1,17,58,99.927,94
AWS,us-east-1,54,101,99.934,70
AWS,ap-south-1,59,87,99.989,67
AWS,us-east-1,20,30,99.913,64
AWS,ap-southeast-1,40,67,99.994,60
AWS,us-east-1,61,110,99.987,59
Azure,East US,42,64,99.973,80
AWS,ap-south-1,26,46,99.93,42
Azure,East US,42,64,99.957,61
Azure,West Europe,34,69,99.975,70
GCP,asia-east1,29,58,99.901,83
Azure,West Europe,67,79,99.971,58
GCP,asia-east1,49,82,99.991,66
GCP,us-east1,12,25,99.903,40
AWS,ap-south-1,73,90,99.906,44
AWS,ap-southeast-1,54,84,99.964,70
AWS,us-east-1,35,47,99.901,60
AWS,us-east-1,32,61,99.999,95
GCP,us-east1,42,55,99.939,82
AWS,us-east-1,56,67,99.985,64
GCP,asia-east1,50,99,99.939,54
GCP,us-central1,28,39,99.903,94
GCP,europe-west1,21,71,99.935,59
AWS,us-west-2,74,108,99.943,48
Azure,Australia East,70,80,99.951,44
GCP,us-east1,11,45,99.961,55
GCP,asia-south1,76,120,99.994,59
AWS,eu-west-1,38,75,99.973,64
GCP,asia-south1,37,87,99.957,73
Azure,Central India,42,74,99.981,40
GCP,europe-west1,56,79,99.965,65
GCP,europe-west1,33,65,99.905,71
Azure,Australia East,10,43,99.974,73
Azure,Central India,36,58,99.9,81
Azure,Australia East,22,53,99.935,72
Azure,East US,66,116,99.929,69
GCP,us-east1,14,60,99.99,55
GCP,us-east1,36,83,99.941,89
AWS,us-west-2,32,54,99.973,83
Azure,West Europe,21,51,99.975,50
AWS,ap-south-1,62,111,99.946,73
AWS,eu-west-1,52,96,99.913,48
AWS,ap-southeast-1,32,78,99.95,62
AWS,us-east-1,33,49,99.97,45
Azure,West Europe,40,62,99.99,76
Azure,East US,78,101,99.949,69
AWS,ap-south-1,54,102,99.952,70
Azure,West Europe,65,112,99.908,69
AWS,ap-south-1,28,47,99.908,88
AWS,ap-southeast-1,60,72,99.956,95
AWS,ap-southeast-1,47,58,99.978,90
GCP,asia-south1,19,68,99.977,58
GCP,us-central1,54,69,99.969,92
GCP,us-central1,47,95,99.909,53
AWS,ap-southeast-1,38,79,99.946,90
Azure,West Europe,46,73,99.993,76
GCP,asia-east1,69,114,99.966,83
Azure,Central India,59,108,99.98,54
AWS,us-west-2,29,52,99.959,74
Azure,Central India,46,96,99.962,76
Azure,Central India,64,112,99.903,43
AWS,ap-south-1,50,62,99.997,41
GCP,asia-south1,65,81,99.903,89
AWS,ap-southeast-1,31,72,99.985,45
Azure,Australia East,22,63,99.967,51
AWS,ap-south-1,42,61,99.99,55
GCP,us-central1,63,73,99.975,78
Azure,Central India,11,30,99.933,94
Azure,Australia East,54,95,99.903,48
AWS,us-west-2,76,123,99.941,77
AWS,ap-southeast-1,48,92,99.94,45
AWS,eu-west-1,33,75,99.989,62
AWS,us-east-1,29,50,99.954,84
GCP,asia-south1,54,79,99.998,94
GCP,asia-east1,59,87,99.96,65
GCP,us-central1,46,71,99.963,56
GCP,us-east1,40,67,99.911,74
GCP,us-east1,34,50,99.931,57
AWS,eu-west-1,47,75,99.945,69
Azure,East US,73,93,99.944,95
AWS,us-east-1,66,105,99.908,86
Azure,Central India,74,104,99.948,93
GCP,europe-west1,48,70,99.958,71
Azure,East US,13,24,99.937,85
AWS,ap-southeast-1,29,67,99.99,57
GCP,asia-east1,68,98,99.905,54
AWS,ap-south-1,50,60,99.978,54
Azure,Central India,16,26,99.905,47
GCP,europe-west1,62,86,99.945,45
AWS,us-west-2,32,70,99.922,70
AWS,ap-south-1,44,93,99.931,42
AWS,ap-south-1,49,71,99.901,45
GCP,asia-south1,58,96,99.972,60
Azure,Southeast Asia,60,103,99.943,91
AWS,us-east-1,38,53,99.916,82
AWS,ap-south-1,64,97,99.947,72
Azure,East US,35,48,99.942,64
AWS,us-west-2,26,51,99.933,66
GCP,asia-east1,25,42,99.941,48
Azure,West Europe,15,47,99.903,88
GCP,europe-west1,33,74,99.939,91
AWS,ap-south-1,36,69,99.997,95
GCP,europe-west1,23,47,99.95,45
GCP,us-central1,26,54,99.916,46
AWS,us-east-1,32,72,99.965,69
GCP,asia-south1,39,49,99.929,67
AWS,us-west-2,63,84,99.91,51
Azure,West Europe,80,91,99.929,83
GCP,us-east1,32,59,99.955,88
Azure,Australia East,43,93,99.941,58
Azure,Australia East,51,78,99.951,60
GCP,asia-south1,79,92,99.944,62
GCP,us-east1,29,54,99.991,66
GCP,us-east1,43,75,99.907,70
Azure,West Europe,30,64,99.964,81
Azure,East US,65,99,99.97,77
AWS,ap-south-1,77,121,99.924,85
Azure,Central India,38,63,99.99,45
Azure,Central India,70,91,99.928,91
Azure,West Europe,26,46,99.938,93
Azure,Australia East,22,71,99.922,53
Azure,West Europe,28,64,99.974,82
GCP,us-central1,12,28,99.98,54
Azure,Central India,47,64,99.903,56
Azure,Southeast Asia,20,62,99.908,81
GCP,asia-east1,38,80,99.931,81
Azure,Central India,51,87,99.906,50
GCP,us-east1,16,27,99.988,63
GCP,asia-east1,52,80,99.951,85
AWS,us-east-1,27,60,99.941,53
AWS,eu-west-1,32,82,99.909,90
Azure,East US,58,88,99.969,40
AWS,us-east-1,68,99,99.95,83
Azure,West Europe,54,93,99.965,72
GCP,us-east1,56,83,99.94,65
GCP,europe-west1,47,70,99.911,81
GCP,europe-west1,30,66,99.957,56
AWS,us-west-2,66,87,99.904,44
GCP,asia-south1,56,102,99.969,50
Azure,Southeast Asia,33,69,99.995,87
Azure,West Europe,20,59,99.956,66
Azure,Central India,76,97,99.944,49
GCP,us-central1,52,68,99.973,82
GCP,us-east1,45,72,99.915,66
AWS,ap-south-1,71,99,99.929,61
GCP,europe-west1,25,47,99.973,74
Azure,Australia East,50,85,99.926,61
Azure,Southeast Asia,32,42,99.954,76
GCP,asia-south1,33,49,99.959,48
AWS,ap-south-1,39,75,99.941,94
AWS,ap-south-1,11,42,99.955,80
Azure,Central India,35,58,99.981,59
GCP,asia-east1,32,49,99.932,41
AWS,eu-west-1,23,61,99.978,58
GCP,us-central1,52,84,99.965,82
AWS,us-west-2,46,63,99.926,80
AWS,us-west-2,46,66,99.97,69
AWS,eu-west-1,14,47,99.962,95
Azure,Southeast Asia,22,65,99.929,51
GCP,europe-west1,14,38,99.933,43
AWS,ap-southeast-1,41,61,99.973,42
AWS,us-west-2,49,75,99.993,65
AWS,us-west-2,75,118,99.903,91
GCP,europe-west1,21,49,99.939,56
GCP,us-central1,32,63,99.931,72
GCP,asia-east1,38,56,99.938,43
GCP,asia-east1,64,74,99.973,84
AWS,ap-southeast-1,61,72,99.919,52
AWS,us-west-2,14,56,99.981,57
GCP,asia-east1,42,90,99.976,95
AWS,ap-south-1,17,31,99.975,66
Azure,Southeast Asia,75,122,99.926,48
AWS,ap-southeast-1,66,100,99.939,52
AWS,us-west-2,60,89,99.906,72
AWS,eu-west-1,75,108,99.967,84
GCP,us-central1,52,67,99.989,50
Azure,East US,77,110,99.959,45
Azure,Central India,24,70,99.953,53
GCP,us-central1,48,92,99.917,71
Azure,East US,64,108,99.958,47
Azure,Australia East,34,51,99.927,84
AWS,ap-south-1,50,97,99.968,56
Azure,Australia East,67,101,99.931,79
Azure,Central India,20,56,99.939,55
Azure,Central India,46,57,99.997,78
AWS,us-west-2,39,55,99.97,64
Azure,Australia East,24,35,99.901,61
Azure,East US,10,48,99.919,49
GCP,europe-west1,26,67,99.928,68
Azure,Southeast Asia,63,92,99.933,49
GCP,asia-south1,18,65,99.998,62
AWS,ap-south-1,23,72,99.945,80
AWS,eu-west-1,47,86,99.903,64
AWS,us-west-2,54,71,99.95,84
GCP,us-central1,24,63,99.901,79
GCP,us-central1,39,61,99.951,64
GCP,asia-south1,71,110,99.95,82
AWS,ap-southeast-1,77,112,99.991,94
AWS,us-east-1,79,92,99.941,41
Azure,East US,61,93,99.997,52
GCP,europe-west1,28,69,99.958,92
Azure,East US,76,99,99.932,47
GCP,us-east1,26,49,99.964,87
GCP,europe-west1,79,99,99.981,95
AWS,us-east-1,18,44,99.974,82
GCP,asia-south1,71,104,99.908,54
GCP,us-central1,20,40,99.919,81
AWS,ap-south-1,24,38,99.985,72
Azure,Central India,62,101,99.993,76
Azure,Southeast Asia,51,75,99.941,41
GCP,asia-south1,80,111,99.978,54
GCP,asia-east1,57,70,99.915,66
AWS,us-east-1,59,96,99.921,89
GCP,us-central1,42,57,99.908,64
Azure,Central India,60,76,99.963,55
AWS,ap-south-1,40,67,99.987,41
GCP,europe-west1,61,95,99.932,42
AWS,us-east-1,60,93,99.991,42
GCP,europe-west1,11,32,99.916,85
AWS,eu-west-1,49,69,99.979,40
Azure,Australia East,21,53,99.996,89
AWS,eu-west-1,53,99,99.921,78
GCP,us-east1,54,98,99.912,84
GCP,asia-east1,44,92,99.952,94
GCP,europe-west1,52,73,99.992,46
GCP,asia-east1,73,101,99.93,82
Azure,Central India,43,81,99.946,93
AWS,eu-west-1,60,110,99.976,77
GCP,us-east1,30,43,99.915,61
Azure,West Europe,35,61,99.984,46
AWS,ap-southeast-1,62,107,99.951,61
AWS,ap-south-1,12,24,99.968,93
AWS,ap-southeast-1,25,51,99.953,87
GCP,europe-west1,22,40,99.925,93
GCP,us-east1,34,55,99.933,67
Azure,West Europe,10,58,99.937,50
Azure,Central India,73,93,99.91,49
GCP,us-east1,14,39,99.99,49
Azure,Central India,32,77,99.989,80
AWS,ap-southeast-1,55,74,99.975,48
GCP,us-central1,73,91,99.998,77
GCP,asia-south1,73,93,99.958,81
GCP,europe-west1,71,112,99.93,54
GCP,us-central1,77,117,99.902,82
GCP,asia-east1,74,90,99.953,81
Azure,Central India,25,71,99.952,64
AWS,eu-west-1,35,78,99.959,67
AWS,us-east-1,42,89,99.989,73
Azure,East US,78,90,99.947,75
GCP,us-east1,71,115,99.913,68
Azure,Southeast Asia,39,74,99.961,68
AWS,us-east-1,58,83,99.957,88
AWS,ap-southeast-1,11,55,99.957,59
AWS,eu-west-1,65,92,99.968,44
AWS,ap-south-1,12,33,99.908,40
Azure,East US,45,85,99.969,94
GCP,us-central1,10,55,99.913,85
Azure,Central India,20,67,99.978,92
AWS,us-east-1,10,47,99.908,92
Azure,Australia East,77,112,99.912,58
Azure,West Europe,68,115,99.925,54
Azure,Australia East,74,101,99.919,57
AWS,us-east-1,38,71,99.994,75
AWS,ap-southeast-1,20,53,99.905,91
Azure,East US,42,85,99.992,90
Azure,Southeast Asia,61,99,99.954,82
AWS,us-west-2,22,70,99.947,60
GCP,europe-west1,30,62,99.941,65
Azure,West Europe,63,113,99.995,45
Azure,West Europe,61,100,99.965,88
AWS,us-east-1,50,75,99.924,49
AWS,ap-south-1,14,40,99.901,53
GCP,asia-south1,13,43,99.988,87
AWS,ap-south-1,56,104,99.917,54
GCP,asia-east1,39,56,99.902,44
Azure,Southeast Asia,69,93,99.905,71
AWS,ap-south-1,35,69,99.926,81
AWS,us-west-2,69,96,99.992,56
GCP,us-east1,47,79,99.942,56
GCP,asia-east1,53,89,99.925,94
AWS,us-east-1,12,24,99.912,57
Azure,Southeast Asia,31,69,99.989,47
Azure,Australia East,24,44,99.904,90
AWS,us-west-2,53,71,99.969,70
AWS,eu-west-1,22,51,99.99,43
GCP,us-central1,16,44,99.96,82
GCP,asia-east1,70,95,99.998,49
Azure,Southeast Asia,67,82,99.977,54
AWS,ap-south-1,53,100,99.919,83
GCP,us-east1,11,44,99.915,84
Azure,East US,58,72,99.921,58
Azure,Central India,75,119,99.916,59
GCP,asia-south1,26,76,99.91,53
AWS,ap-south-1,42,69,99.907,68
Azure,Australia East,39,49,99.909,91
AWS,ap-south-1,23,56,99.997,82
AWS,us-east-1,33,72,99.933,74
GCP,europe-west1,32,53,99.981,46
AWS,us-west-2,38,69,99.917,85
GCP,europe-west1,34,80,99.97,80
GCP,europe-west1,61,101,99.915,87
AWS,ap-south-1,43,62,99.957,41
GCP,us-central1,69,118,99.957,95
Azure,Australia East,49,69,99.962,79
GCP,us-east1,54,73,99.991,63
Azure,Australia East,37,64,99.968,88
Azure,West Europe,14,47,99.914,62
Azure,Southeast Asia,37,52,99.92,65
Azure,Southeast Asia,54,68,99.976,46
GCP,europe-west1,67,79,99.969,77
AWS,ap-southeast-1,79,119,99.958,76
AWS,ap-southeast-1,21,32,99.952,49
GCP,us-central1,70,111,99.965,45
Azure,Australia East,18,45,99.952,50
AWS,eu-west-1,23,56,99.933,43
GCP,europe-west1,73,123,99.903,69
GCP,asia-south1,69,107,99.946,40
Azure,East US,69,83,99.996,82
Azure,Central India,69,85,99.922,90
Azure,West Europe,19,60,99.992,75
Azure,Central India,11,37,99.958,67
Azure,East US,30,70,99.958,43
AWS,eu-west-1,42,88,99.911,81
Azure,Central India,12,59,99.922,63
